,Author,Book,Genre,Year,Searching_Value,Searching_Value2
449,Jonathan Franzen,The Corrections,fiction,2001,The Corrections Jonathan Franzen,The+Corrections+Jonathan+Franzen
450,Patricia Cornwell,Isle of Dog,fiction,2001,Isle of Dog Patricia Cornwell,Isle+of+Dog+Patricia+Cornwell
451,Nora Roberts,Midnight Bayou,fiction,2001,Midnight Bayou Nora Roberts,Midnight+Bayou+Nora+Roberts
452,Danielle Steel,The Kiss,fiction,2001,The Kiss Danielle Steel,The+Kiss+Danielle+Steel
453,Tim LaHaye and Jerry B. Jenkins,Desecration,fiction,2001,Desecration Tim LaHaye and Jerry B. Jenkins,Desecration+Tim+LaHaye+and+Jerry+B.+Jenkins
454,John Grisham,Skipping Christmas,fiction,2001,Skipping Christmas John Grisham,Skipping+Christmas+John+Grisham
455,Dean Koontz,One Door Away from Heaven,fiction,2002,One Door Away from Heaven Dean Koontz,One+Door+Away+from+Heaven+Dean+Koontz
456,Mattie Stepanek,Journey Through Heartsongs,fiction,2002,Journey Through Heartsongs Mattie Stepanek,Journey+Through+Heartsongs+Mattie+Stepanek
457,Joyce Reardon,The Diary of Ellen Rimbauer,fiction,2002,The Diary of Ellen Rimbauer Joyce Reardon,The+Diary+of+Ellen+Rimbauer+Joyce+Reardon
458,John Grisham,The Summons,fiction,2002,The Summons John Grisham,The+Summons+John+Grisham
459,James Patterson and Andrew Gross,2nd Chance,fiction,2002,2nd Chance James Patterson and Andrew Gross,2nd+Chance+James+Patterson+and+Andrew+Gross
460,Stephen King,Everything's Eventual,fiction,2002,Everything's Eventual Stephen King,Everything's+Eventual+Stephen+King
461,Nora Roberts,Three Fates,fiction,2002,Three Fates Nora Roberts,Three+Fates+Nora+Roberts
462,Emma McLaughlin and Nicola Kraus,The Nanny Diaries,fiction,2002,The Nanny Diaries Emma McLaughlin and Nicola Kraus,The+Nanny+Diaries+Emma+McLaughlin+and+Nicola+Kraus
463,Mary Higgins Clark,Daddy's Little Girl,fiction,2002,Daddy's Little Girl Mary Higgins Clark,Daddy's+Little+Girl+Mary+Higgins+Clark
464,Jean M. Auel,The Shelters of Stone,fiction,2002,The Shelters of Stone Jean M. Auel,The+Shelters+of+Stone+Jean+M.+Auel
465,Jan Karon,In This Mountain,fiction,2002,In This Mountain Jan Karon,In+This+Mountain+Jan+Karon
466,James Patterson and Peter de Jonge,The Beach House,fiction,2002,The Beach House James Patterson and Peter de Jonge,The+Beach+House+James+Patterson+and+Peter+de+Jonge
467,Janet Evanovich,Hard Eight,fiction,2002,Hard Eight Janet Evanovich,Hard+Eight+Janet+Evanovich
468,Tim LaHaye and Jerry B. Jenkins,The Remnant,fiction,2002,The Remnant Tim LaHaye and Jerry B. Jenkins,The+Remnant+Tim+LaHaye+and+Jerry+B.+Jenkins
469,Alice Sebold,The Lovely Bones,fiction,2002,The Lovely Bones Alice Sebold,The+Lovely+Bones+Alice+Sebold
470,Tom Clancy,Red Rabbit,fiction,2002,Red Rabbit Tom Clancy,Red+Rabbit+Tom+Clancy
471,Nicholas Sparks,Nights in Rodanthe,fiction,2002,Nights in Rodanthe Nicholas Sparks,Nights+in+Rodanthe+Nicholas+Sparks
472,Stephen King,From a Buick 8,fiction,2002,From a Buick 8 Stephen King,From+a+Buick+8+Stephen+King
473,Sue Grafton,"""Q"" Is for Quarry",fiction,2002,"""Q"" Is for Quarry Sue Grafton","""Q""+Is+for+Quarry+Sue+Grafton"
474,Danielle Steel,Answered Prayers,fiction,2002,Answered Prayers Danielle Steel,Answered+Prayers+Danielle+Steel
475,Nora Roberts,Chesapeake Blue,fiction,2002,Chesapeake Blue Nora Roberts,Chesapeake+Blue+Nora+Roberts
476,James Patterson,Four Blind Mice,fiction,2002,Four Blind Mice James Patterson,Four+Blind+Mice+James+Patterson
477,Michael Crichton,Prey,fiction,2002,Prey Michael Crichton,Prey+Michael+Crichton
478,Robert Jordan,Crossroads of Twilight,fiction,2003,Crossroads of Twilight Robert Jordan,Crossroads+of+Twilight+Robert+Jordan
479,John Grisham,The King of Torts,fiction,2003,The King of Torts John Grisham,The+King+of+Torts+John+Grisham
480,James Patterson and Andrew Gross,The Jester,fiction,2003,The Jester James Patterson and Andrew Gross,The+Jester+James+Patterson+and+Andrew+Gross
481,Dan Brown,The Da Vinci Code,fiction,2003,The Da Vinci Code Dan Brown,The+Da+Vinci+Code+Dan+Brown
482,Nora Roberts,Birthright,fiction,2003,Birthright Nora Roberts,Birthright+Nora+Roberts
483,Tim LaHaye and Jerry B. Jenkins,Armageddon,fiction,2003,Armageddon Tim LaHaye and Jerry B. Jenkins,Armageddon+Tim+LaHaye+and+Jerry+B.+Jenkins
484,John Sandford,Naked Prey,fiction,2003,Naked Prey John Sandford,Naked+Prey+John+Sandford
485,James Patterson,The Lake House,fiction,2003,The Lake House James Patterson,The+Lake+House+James+Patterson
486,Danielle Steel,Johnny Angel,fiction,2003,Johnny Angel Danielle Steel,Johnny+Angel+Danielle+Steel
487,Janet Evanovich,To the Nines,fiction,2003,To the Nines Janet Evanovich,To+the+Nines+Janet+Evanovich
488,Tom Clancy,The Teeth of the Tiger,fiction,2003,The Teeth of the Tiger Tom Clancy,The+Teeth+of+the+Tiger+Tom+Clancy
489,John Grisham,Bleachers,fiction,2003,Bleachers John Grisham,Bleachers+John+Grisham
490,Mitch Albom,The Five People You Meet in Heaven,fiction,2003,The Five People You Meet in Heaven Mitch Albom,The+Five+People+You+Meet+in+Heaven+Mitch+Albom
491,Patricia Cornwell,Blow Fly,fiction,2003,Blow Fly Patricia Cornwell,Blow+Fly+Patricia+Cornwell
492,John Grisham,The Last Juror,fiction,2004,The Last Juror John Grisham,The+Last+Juror+John+Grisham
493,James Patterson and Andrew Gross,3rd Degree,fiction,2004,3rd Degree James Patterson and Andrew Gross,3rd+Degree+James+Patterson+and+Andrew+Gross
494,Tim LaHaye and Jerry B. Jenkins,Glorious Appearing,fiction,2004,Glorious Appearing Tim LaHaye and Jerry B. Jenkins,Glorious+Appearing+Tim+LaHaye+and+Jerry+B.+Jenkins
495,Stephen King,Song of Susannah,fiction,2004,Song of Susannah Stephen King,Song+of+Susannah+Stephen+King
496,Janet Evanovich,Ten Big Ones,fiction,2004,Ten Big Ones Janet Evanovich,Ten+Big+Ones+Janet+Evanovich
497,James Patterson,Sam's Letters to Jennifer,fiction,2004,Sam's Letters to Jennifer James Patterson,Sam's+Letters+to+Jennifer+James+Patterson
498,Sue Grafton,"""R"" Is for Ricochet",fiction,2004,"""R"" Is for Ricochet Sue Grafton","""R""+Is+for+Ricochet+Sue+Grafton"
499,Patricia Cornwell,Trace,fiction,2004,Trace Patricia Cornwell,Trace+Patricia+Cornwell
500,Stephen King,The Dark Tower,fiction,2004,The Dark Tower Stephen King,The+Dark+Tower+Stephen+King
501,Nora Roberts,Northern Lights,fiction,2004,Northern Lights Nora Roberts,Northern+Lights+Nora+Roberts
502,David Baldacci,Hour Game,fiction,2004,Hour Game David Baldacci,Hour+Game+David+Baldacci
503,Janet Evanovich,Metro Girl,fiction,2004,Metro Girl Janet Evanovich,Metro+Girl+Janet+Evanovich
504,James Patterson,London Bridges,fiction,2004,London Bridges James Patterson,London+Bridges+James+Patterson
505,Nelson DeMille,Night Fall,fiction,2004,Night Fall Nelson DeMille,Night+Fall+Nelson+DeMille
506,John Grisham,The Broker,fiction,2005,The Broker John Grisham,The+Broker+John+Grisham
507,James Patterson and Howard Roughan,Honeymoon,fiction,2005,Honeymoon James Patterson and Howard Roughan,Honeymoon+James+Patterson+and+Howard+Roughan
508,Tim LaHaye and Jerry B. Jenkins,The Rising,fiction,2005,The Rising Tim LaHaye and Jerry B. Jenkins,The+Rising+Tim+LaHaye+and+Jerry+B.+Jenkins
509,Mary Higgins Clark,No Place Like Home,fiction,2005,No Place Like Home Mary Higgins Clark,No+Place+Like+Home+Mary+Higgins+Clark
510,Nicholas Sparks,True Believer,fiction,2005,True Believer Nicholas Sparks,True+Believer+Nicholas+Sparks
511,James Patterson and Maxine Paetro,4th of July,fiction,2005,4th of July James Patterson and Maxine Paetro,4th+of+July+James+Patterson+and+Maxine+Paetro
512,Michael Connelly,The Closers,fiction,2005,The Closers Michael Connelly,The+Closers+Michael+Connelly
513,Sue Monk Kidd,The Mermaid Chair,fiction,2005,The Mermaid Chair Sue Monk Kidd,The+Mermaid+Chair+Sue+Monk+Kidd
514,Elizabeth Kostova,The Historian,fiction,2005,The Historian Elizabeth Kostova,The+Historian+Elizabeth+Kostova
515,Janet Evanovich,Eleven on Top,fiction,2005,Eleven on Top Janet Evanovich,Eleven+on+Top+Janet+Evanovich
516,James Patterson and Andrew Gross,Lifeguard,fiction,2005,Lifeguard James Patterson and Andrew Gross,Lifeguard+James+Patterson+and+Andrew+Gross
517,Sandra Brown,Chill Factor,fiction,2005,Chill Factor Sandra Brown,Chill+Factor+Sandra+Brown
518,Catherine Coulter,Point Blank,fiction,2005,Point Blank Catherine Coulter,Point+Blank+Catherine+Coulter
519,Clive Cussler and Paul Kemprecos,Polar Shift,fiction,2005,Polar Shift Clive Cussler and Paul Kemprecos,Polar+Shift+Clive+Cussler+and+Paul+Kemprecos
520,Neil Gaiman,Anansi Boys,fiction,2005,Anansi Boys Neil Gaiman,Anansi+Boys+Neil+Gaiman
521,Diana Gabaldon,A Breath of Snow and Ashes,fiction,2005,A Breath of Snow and Ashes Diana Gabaldon,A+Breath+of+Snow+and+Ashes+Diana+Gabaldon
522,Michael Connelly,The Lincoln Lawyer,fiction,2005,The Lincoln Lawyer Michael Connelly,The+Lincoln+Lawyer+Michael+Connelly
523,Robert Jordan,Knife of Dreams,fiction,2005,Knife of Dreams Robert Jordan,Knife+of+Dreams+Robert+Jordan
524,Nicholas Sparks,At First Sight,fiction,2005,At First Sight Nicholas Sparks,At+First+Sight+Nicholas+Sparks
525,Patricia Cornwell,Predator,fiction,2005,Predator Patricia Cornwell,Predator+Patricia+Cornwell
526,George R. R. Martin,A Feast for Crows,fiction,2005,A Feast for Crows George R. R. Martin,A+Feast+for+Crows+George+R.+R.+Martin
527,James Patterson,"Mary, Mary",fiction,2005,"Mary, Mary James Patterson","Mary,+Mary+James+Patterson"
528,Sue Grafton,"""S"" Is for Silence",fiction,2005,"""S"" Is for Silence Sue Grafton","""S""+Is+for+Silence+Sue+Grafton"
529,W. E. B. Griffin,The Hostage,fiction,2006,The Hostage W. E. B. Griffin,The+Hostage+W.+E.+B.+Griffin
530,Stephen King,Cell,fiction,2006,Cell Stephen King,Cell+Stephen+King
531,James Patterson and Maxine Paetro,The 5th Horseman,fiction,2006,The 5th Horseman James Patterson and Maxine Paetro,The+5th+Horseman+James+Patterson+and+Maxine+Paetro
532,Danielle Steel,The House,fiction,2006,The House Danielle Steel,The+House+Danielle+Steel
533,Jonathan Kellerman,Gone,fiction,2006,Gone Jonathan Kellerman,Gone+Jonathan+Kellerman
534,Mary Higgins Clark,Two Little Girls in Blue,fiction,2006,Two Little Girls in Blue Mary Higgins Clark,Two+Little+Girls+in+Blue+Mary+Higgins+Clark
535,James Patterson and Peter de Jonge,Beach Road,fiction,2006,Beach Road James Patterson and Peter de Jonge,Beach+Road+James+Patterson+and+Peter+de+Jonge
536,Patricia Cornwell,At Risk,fiction,2006,At Risk Patricia Cornwell,At+Risk+Patricia+Cornwell
537,Dean Koontz,The Husband,fiction,2006,The Husband Dean Koontz,The+Husband+Dean+Koontz
538,Janet Evanovich,Twelve Sharp,fiction,2006,Twelve Sharp Janet Evanovich,Twelve+Sharp+Janet+Evanovich
539,Nora Roberts,Angels Fall,fiction,2006,Angels Fall Nora Roberts,Angels+Fall+Nora+Roberts
540,Terry Goodkind,Phantom,fiction,2006,Phantom Terry Goodkind,Phantom+Terry+Goodkind
541,James Patterson and Andrew Gross,Judge and Jury,fiction,2006,Judge and Jury James Patterson and Andrew Gross,Judge+and+Jury+James+Patterson+and+Andrew+Gross
542,Anna Quindlen,Rise and Shine,fiction,2006,Rise and Shine Anna Quindlen,Rise+and+Shine+Anna+Quindlen
543,Brad Meltzer,The Book of Fate,fiction,2006,The Book of Fate Brad Meltzer,The+Book+of+Fate+Brad+Meltzer
544,Diane Setterfield,The Thirteenth Tale,fiction,2006,The Thirteenth Tale Diane Setterfield,The+Thirteenth+Tale+Diane+Setterfield
545,Mitch Albom,For One More Day,fiction,2006,For One More Day Mitch Albom,For+One+More+Day+Mitch+Albom
546,Stephen King,Lisey's Story,fiction,2006,Lisey's Story Stephen King,Lisey's+Story+Stephen+King
547,Nicholas Sparks,Dear John,fiction,2006,Dear John Nicholas Sparks,Dear+John+Nicholas+Sparks
548,James Patterson,Cross,fiction,2006,Cross James Patterson,Cross+James+Patterson
549,Janet Evanovich,Plum Lovin',fiction,2007,Plum Lovin' Janet Evanovich,Plum+Lovin'+Janet+Evanovich
550,James Patterson,Step on a Crack,fiction,2007,Step on a Crack James Patterson,Step+on+a+Crack+James+Patterson
551,J.D. Robb,Innocent in Death,fiction,2007,Innocent in Death J.D. Robb,Innocent+in+Death+J.D.+Robb
552,Sophie Kinsella,Shopaholic and Baby,fiction,2007,Shopaholic and Baby Sophie Kinsella,Shopaholic+and+Baby+Sophie+Kinsella
553,Jodi Picoult,Nineteen Minutes,fiction,2007,Nineteen Minutes Jodi Picoult,Nineteen+Minutes+Jodi+Picoult
554,Mary Higgins Clark,I Heard That Song Before,fiction,2007,I Heard That Song Before Mary Higgins Clark,I+Heard+That+Song+Before+Mary+Higgins+Clark
555,J. R. R. Tolkien,The Children of Húrin,fiction,2007,The Children of Húrin J. R. R. Tolkien,The+Children+of+Húrin+J.+R.+R.+Tolkien
556,David Baldacci,Simple Genius,fiction,2007,Simple Genius David Baldacci,Simple+Genius+David+Baldacci
557,James Patterson and Maxine Paetro,The 6th Target,fiction,2007,The 6th Target James Patterson and Maxine Paetro,The+6th+Target+James+Patterson+and+Maxine+Paetro
558,Khaled Hosseini,A Thousand Splendid Suns,fiction,2007,A Thousand Splendid Suns Khaled Hosseini,A+Thousand+Splendid+Suns+Khaled+Hosseini
559,Janet Evanovich,Lean Mean Thirteen,fiction,2007,Lean Mean Thirteen Janet Evanovich,Lean+Mean+Thirteen+Janet+Evanovich
560,James Patterson and Michael Ledwidge,The Quickie,fiction,2007,The Quickie James Patterson and Michael Ledwidge,The+Quickie+James+Patterson+and+Michael+Ledwidge
561,James Patterson and Howard Roughan,You've Been Warned,fiction,2007,You've Been Warned James Patterson and Howard Roughan,You've+Been+Warned+James+Patterson+and+Howard+Roughan
562,John Grisham,Playing for Pizza,fiction,2007,Playing for Pizza John Grisham,Playing+for+Pizza+John+Grisham
